Bar0, 1.342080112928194e-14
Bar1, -0.054611650485434086
Bar2, -0.054611650485434086
Bar3, -0.054611650485447506
Bar4, 0.9830097087378671
Bar5, 0.9283980582524332
Bar6, 1.342080112928194e-14
Bar7, 2.0206310679611685
Bar8, 2.9490291262136017
Bar9, 4.041262135922337
Bar10, 3.986650485436903
Bar11, 4.96966019417477
Bar12, 19.004854368932044
Bar13, 23.974514563106798
Bar14, 57.01456310679612
Bar15, 57.01456310679611
Bar16, 59.035194174757294
Bar17, 77.00242718446604
Bar18, 72.03276699029128
Bar19, 49.91504854368933
Bar20, 10.976941747572827
Bar21, 8.027912621359226
Bar22, 0.9283980582524332
Bar23, 2.020631067961155
Bar24, -1.342080112928194e-14
Bar25, 0.9283980582524332
Bar26, 1.342080112928194e-14
