tip	date	distance	residual
KC880521_03-06-2010	2010.4191780821918	0.007426563842608375	0.001638437817257427
KC880396_12-02-2010	2010.1150684931506	0.0018694978811903745	-5.708467840055626E-4
KC880481_05-04-2010	2010.2575342465752	0.0029772461291043746	-0.0010314285426476582
KC880450_08-04-2010	2010.2657534246575	0.005124582489447094	0.0010254272403925182
KC880451_19-04-2010	2010.295890410959	0.004009193860552093	-4.217235052749206E-4
KC880375_01-02-2010	2010.0849315068492	0.006036149554347094	0.003927567005923595
KC880452_01-03-2010	2010.1616438356164	0.0024980796193470934	-4.549883172228152E-4
KC880453_02-05-2010	2010.331506849315	0.002985563299447094	-0.0018374365680207203
KC880520_12-04-2010	2010.2767123287672	0.006296465777847093	0.0020766697590557937
KC880454_19-04-2010	2010.295890410959	0.005211779238905094	7.808618730780802E-4
KC880500_25-05-2010	2010.3945205479451	0.005211779238905094	-3.049050545382249E-4
KC880437_06-06-2010	2010.427397260274	0.008530917018594092	0.002652310415944154
KC880501_04-05-2010	2010.33698630137	0.005188486969212094	3.0516671687591795E-4
KC880502_06-05-2010	2010.3424657534247	0.006303954283402094	0.0013603136461975557
KC880436_08-05-2010	2010.3479452054794	0.007408206282107093	0.002404245260037746
KC880438_03-05-2010	2010.3342465753424	0.006162969124767093	0.001309809064865098
KC880439_01-05-2010	2010.3287671232877	0.002982801291567094	-0.0018100383834665393
KC880455_13-04-2010	2010.2794520547945	0.0040879701643670935	-1.619860468583872E-4
KC880403_01-04-2010	2010.2465753424658	0.002977250090592094	-9.107838114267674E-4
KC880404_14-04-2010	2010.282191780822	0.005199493316757094	9.193769130974323E-4
KC880397_05-04-2010	2010.2575342465752	0.0018695590339880934	-0.0021391156377639393
KC880407_05-05-2010	2010.3397260273973	0.004067871524302503	-8.456089204678541E-4
KC880421_07-04-2010	2010.2630136986302	0.005182901376302503	0.0011139063196785558
KC880414_15-04-2010	2010.2849315068493	0.005182890202585193	8.726136064913506E-4
KC880415_31-05-2010	2010.4109589041095	0.005182562733993794	-5.150827140546115E-4
KC880416_29-05-2010	2010.4054794520548	0.005182562733993794	-4.547623291862495E-4
KC880418_23-04-2010	2010.3068493150686	0.004070458756375593	-4.810993791881449E-4
KC880406_31-03-2010	2010.2438356164384	0.004070429504484393	2.1255579489615987E-4
KC880422_03-04-2010	2010.2520547945205	0.005191157810796494	0.0012428035239092708
KC880423_09-04-2010	2010.268493150685	0.005191157810796494	0.0010618423693077375
KC880424_25-06-2010	2010.4794520547946	0.007403298884796495	9.516486259042228E-4
KC880408_13-03-2010	2010.194520547945	0.0029605238016104938	-3.5446644416603414E-4
KC880420_09-04-2010	2010.268493150685	0.004069672382316993	-5.964305917176369E-5
KC880417_12-04-2010	2010.2767123287672	0.0029628428527304937	-0.001256953166060806
KC880409_10-03-2010	2010.186301369863	0.0029602030777143937	-2.643065907631439E-4
KC880425_23-05-2010	2010.3890410958904	0.006291337891905394	8.349739833268845E-4
KC880410_30-03-2010	2010.2410958904109	0.0029600564580619937	-8.676570590885058E-4
KC880411_08-04-2010	2010.2657534246575	0.002960005204884994	-0.0011391500441695819
KC880412_13-04-2010	2010.2794520547945	0.0029599783579829938	-0.001289977853242487
KC880419_10-04-2010	2010.2712328767122	0.004065575699974193	-9.389993394874445E-5
KC880413_22-04-2010	2010.304109589041	0.002959957874881394	-0.001561440068248163
KC880428_15-05-2010	2010.3671232876711	0.004080898407157394	-0.0011341839619476678
KC880429_13-05-2010	2010.3616438356164	0.007364884797947394	0.0022101228137071417
KC880427_11-05-2010	2010.3561643835617	0.0040564430605113935	-0.001037998538860497
KC880426_04-04-2010	2010.2547945205479	0.004041437849813393	6.292337049198897E-5
KC880376_01-02-2010	2010.0849315068492	0.006107980345513394	0.003999397797089895
KC880378_09-06-2010	2010.4356164383562	0.010235988258413396	0.004266901078460915
KC880381_04-07-2010	2010.504109589041	0.007489327322413394	7.66235331617046E-4
KC880377_14-05-2010	2010.3643835616438	0.004873994685013394	-3.109274916574872E-4
KC880405_08-04-2010	2010.2657534246575	0.0034996972792133937	-5.99457969841182E-4
KC880382_02-06-2010	2010.4164383561645	0.009677491565113395	0.003919525732196628
KC880498_02-06-2010	2010.4164383561645	0.004345686425113394	-0.0014122794078033733
KC880499_02-06-2010	2010.4164383561645	0.0044114920231133935	-0.0013464738098033736
KC880430_24-04-2010	2010.309589041096	0.0036799977149133936	-9.017206130845254E-4
KC880441_11-05-2010	2010.3561643835617	0.0033766678690533938	-0.0017177737303184968
KC880443_08-05-2010	2010.3479452054794	0.007832326098473393	0.0028283650764040456
KC880442_23-02-2010	2010.145205479452	0.003376507381673394	6.044005997050184E-4
KC880435_03-04-2010	2010.2520547945205	0.004456271580303393	5.079172934161699E-4
KC880440_22-04-2010	2010.304109589041	0.006689639764313394	0.0021682418211838366
KC880444_18-05-2010	2010.3753424657534	0.0037060079334133938	-0.001599555012994211
KC880431_30-03-2010	2010.2410958904109	0.005581559017623394	0.0017538455004728944
KC880432_30-03-2010	2010.2410958904109	0.0033609710393853937	-4.667424777651057E-4
KC880433_21-05-2010	2010.3835616438357	0.009263715707623394	0.0038676721839132466
KC880434_21-05-2010	2010.3835616438357	0.009263715707623394	0.0038676721839132466
KC880460_06-05-2010	2010.3424657534247	0.004103732068750394	-8.399085684541443E-4
KC880461_26-02-2010	2010.1534246575343	0.002991000740258394	1.2841338098747547E-4
KC880468_01-05-2010	2010.3287671232877	0.006302908168557393	0.0015100684935237599
KC880496_05-06-2010	2010.4246575342465	0.006305815331163394	4.573689209476364E-4
KC880462_19-05-2010	2010.3780821917808	0.0051912940153233935	-1.444291235183923E-4
KC880456_24-04-2010	2010.309589041096	0.0029917736931013936	-0.0015899446348965254
KC880458_14-04-2010	2010.282191780822	0.004104494283799393	-1.756221198602687E-4
KC880457_01-05-2010	2010.3287671232877	0.0029917296717073935	-0.0018011100033262398
KC880459_17-05-2010	2010.372602739726	0.006292542998023394	0.00101714024404997
KC880401_18-04-2010	2010.2931506849316	0.004075254920893393	-3.2550225250299256E-4
KC880402_19-04-2010	2010.295890410959	0.0040988956218933935	-3.320217439336205E-4
KC880395_19-04-2010	2010.295890410959	0.0018694269087460931	-0.002561490457080921
KC880389_18-03-2010	2010.2082191780821	0.002977246418438394	-4.885447895054862E-4
KC880385_04-04-2010	2010.2547945205479	0.002977248744158063	-0.0010012657351633415
